,jup_cat_no,year,band_A_App,band_B_App,band_C_App,band_D_App,band_E_App,band_Total_App,band_A_Offer,band_B_Offer,band_C_Offer,band_D_Offer,band_E_Offer,band_Total_Offer,college,fee,website,funding,program_name,duration,interview_flag,first_year_intake,program_short_name,English Language mean,English Language std,English Language min,English Language 25%,English Language 50%,English Language 75%,English Language max,Chinese Language mean,Chinese Language std,Chinese Language min,Chinese Language 25%,Chinese Language 50%,Chinese Language 75%,Chinese Language max,Mathematics (Core) mean,Mathematics (Core) std,Mathematics (Core) min,Mathematics (Core) 25%,Mathematics (Core) 50%,Mathematics (Core) 75%,Mathematics (Core) max,Liberal Studies mean,Liberal Studies std,Liberal Studies min,Liberal Studies 25%,Liberal Studies 50%,Liberal Studies 75%,Liberal Studies max,Best 5 mean,Best 5 std,Best 5 min,Best 5 25%,Best 5 50%,Best 5 75%,Best 5 max
1032,JS3351,2017,186,259,499,616,528,2088,19,0,1,0,0,20,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3351, UGC-funded,運輸系統工程學(榮譽)工學士學位 ,4, Yes (on a selective basis),25,BEng (Hons) in Transportation Systems Engineering,3.333333333,0.577350269,3,3,3,3.5,4,3.333333333,0.577350269,3,3,3,3.5,4,4.666666667,1.154700538,4,4,4,5,6,4,1,3,3.5,4,4.5,5,20.66666667,0.577350269,20,20.5,21,21,21
1033,JS3351,2016,238,341,518,761,634,2492,18,1,0,0,0,19,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3351, UGC-funded,運輸系統工程學(榮譽)工學士學位 ,4, Yes (on a selective basis),25,BEng (Hons) in Transportation Systems Engineering,3.6,0.547722558,3,3,4,4,4,3.2,0.447213595,3,3,3,3,4,4.6,0.894427191,4,4,4,5,6,3.2,0.447213595,3,3,3,3,4,20.6,0.894427191,20,20,20,21,22
1034,JS3351,2015,306,439,637,919,736,3037,17,4,0,0,0,21,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3351, UGC-funded,運輸系統工程學(榮譽)工學士學位 ,4, Yes (on a selective basis),25,BEng (Hons) in Transportation Systems Engineering,3.8,0.836660027,3,3,4,4,5,3.6,0.547722558,3,3,4,4,4,4.4,0.547722558,4,4,4,5,5,3.2,0.836660027,2,3,3,4,4,21.8,0.447213595,21,22,22,22,22
1035,JS3351,2014,226,355,686,892,774,2933,14,3,1,3,0,21,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3351, UGC-funded,運輸系統工程學(榮譽)工學士學位 ,4, Yes (on a selective basis),25,BEng (Hons) in Transportation Systems Engineering,3,,3,3,3,3,3,3,,3,3,3,3,3,7,,7,7,7,7,7,3,,3,3,3,3,3,24,,24,24,24,24,24
1036,JS3351,2013,803,1033,1293,1618,1339,6086,10,12,1,0,0,23,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3351, UGC-funded,運輸系統工程學(榮譽)工學士學位 ,4, Yes (on a selective basis),25,BEng (Hons) in Transportation Systems Engineering,3.714285714,0.755928946,3,3,4,4,5,3.571428571,0.534522484,3,3,4,4,4,4.714285714,0.487950036,4,4.5,5,5,5,3.428571429,0.534522484,3,3,3,4,4,21.57142857,0.534522484,21,21,22,22,22
1037,JS3351,2012,195,291,536,906,712,2640,18,3,0,3,3,27,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3351, UGC-funded,運輸系統工程學(榮譽)工學士學位 ,4, Yes (on a selective basis),25,BEng (Hons) in Transportation Systems Engineering,3.428571429,0.534522484,3,3,3,4,4,3.714285714,0.755928946,3,3,4,4,5,4.285714286,0.487950036,4,4,4,4.5,5,3.571428571,0.534522484,3,3,4,4,4,19.71428571,0.755928946,19,19,20,20,21
1038,JS3349,2017,335,613,1105,1506,1085,4644,20,2,0,0,0,22,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3349, UGC-funded,食品科技與食物安全(榮譽)理學士學位 ,4, May require interview and/or test,22,BSc (Hons) in Food Safety and Technology,4,,4,4,4,4,4,4,,4,4,4,4,4,6,,6,6,6,6,6,4,,4,4,4,4,4,24,,24,24,24,24,24
1039,JS3349,2016,328,524,1001,1448,1223,4524,20,3,0,1,1,25,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3349, UGC-funded,食品科技與食物安全(榮譽)理學士學位 ,4, May require interview and/or test,22,BSc (Hons) in Food Safety and Technology,3.6,0.547722558,3,3,4,4,4,4.4,1.140175425,3,4,4,5,6,5.2,1.095445115,4,4,6,6,6,4.2,1.095445115,3,4,4,4,6,24.6,2.701851217,22,23,24,25,29
1040,JS3349,2015,411,742,1495,2057,1696,6401,23,0,0,0,0,23,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3349, UGC-funded,食品科技與食物安全(榮譽)理學士學位 ,4, May require interview and/or test,22,BSc (Hons) in Food Safety and Technology,4.25,0.5,4,4,4,4.25,5,3.75,0.957427108,3,3,3.5,4.25,5,5.5,1.290994449,4,4.75,5.5,6.25,7,4,0,4,4,4,4,4,25,2.828427125,23,23,24,26,29
1041,JS3349,2014,482,799,1498,2277,1921,6977,22,1,0,0,0,23,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3349, UGC-funded,食品科技與食物安全(榮譽)理學士學位 ,4, May require interview and/or test,22,BSc (Hons) in Food Safety and Technology,3.857142857,0.899735411,3,3,4,4.5,5,4,0.577350269,3,4,4,4,5,5.571428571,0.534522484,5,5,6,6,6,4.285714286,0.755928946,4,4,4,4,6,24.71428571,0.755928946,24,24,25,25,26
1042,JS3349,2013,550,857,1776,2620,2037,7840,21,1,0,0,1,23,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3349, UGC-funded,食品科技與食物安全(榮譽)理學士學位 ,4, May require interview and/or test,22,BSc (Hons) in Food Safety and Technology,4.083333333,0.288675135,4,4,4,4,5,4.833333333,0.83484711,4,4,5,5.25,6,5.166666667,0.937436867,4,4.75,5,6,7,4.833333333,1.527525232,3,4,4,6.25,7,24.83333333,1.898963034,22,24,24.5,25,30
1043,JS3349,2012,508,772,1705,2485,1948,7418,21,2,0,0,0,23,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3349, UGC-funded,食品科技與食物安全(榮譽)理學士學位 ,4, May require interview and/or test,22,BSc (Hons) in Food Safety and Technology,4.666666667,1.154700538,4,4,4,5,6,4.666666667,1.527525232,3,4,5,5.5,6,4.666666667,1.154700538,4,4,4,5,6,4.333333333,0.577350269,4,4,4,4.5,5,25,1.732050808,23,24.5,26,26,26
1044,JS3337,2017,438,743,1198,1291,903,4573,56,6,1,0,0,63,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3337, UGC-funded,精神健康護理學(榮譽)理學士學位 ,5, No,70,BSc (Hons) in Mental Health Nursing,4.333333333,0.5,4,4,4,5,5,4.444444444,0.726483157,4,4,4,5,6,4.333333333,0.5,4,4,4,5,5,4.333333333,1,3,4,4,4,6,22.77777778,1.6414763,22,22,22,23,27
1045,JS3337,2016,679,873,1366,1450,1014,5382,60,3,1,0,0,64,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3337, UGC-funded,精神健康護理學(榮譽)理學士學位 ,5, No,70,BSc (Hons) in Mental Health Nursing,4.25,0.866025404,3,4,4,5,6,4.083333333,0.514928651,3,4,4,4,5,4.5,0.522232968,4,4,4.5,5,5,4.75,0.866025404,4,4,4.5,5.25,6,22.58333333,0.668557923,22,22,22.5,23,24
1046,JS3337,2015,659,1028,1632,1780,1282,6381,62,2,0,0,0,64,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3337, UGC-funded,精神健康護理學(榮譽)理學士學位 ,5, No,70,BSc (Hons) in Mental Health Nursing,3.916666667,0.668557923,3,3.75,4,4,5,4,0.426401433,3,4,4,4,5,4.583333333,0.900336637,3,4,4.5,5,6,4.666666667,0.778498944,4,4,4.5,5,6,22.83333333,0.717740563,22,22,23,23,24
1047,JS3337,2014,679,1153,1578,1913,1508,6831,56,6,0,0,1,63,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3337, UGC-funded,精神健康護理學(榮譽)理學士學位 ,5, No,70,BSc (Hons) in Mental Health Nursing,4,0.9258201,3,3,4,4.5,6,4.333333333,0.723746864,3,4,4,5,6,4.466666667,0.990430402,3,4,4,5,6,4.333333333,0.899735411,3,4,4,5,6,23.86666667,1.597617273,22,22.5,23,25,26
1048,JS3337,2013,1622,1587,2013,2342,1639,9203,54,8,1,0,0,63,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3337, UGC-funded,精神健康護理學(榮譽)理學士學位 ,5, No,70,BSc (Hons) in Mental Health Nursing,4.111111111,0.582983088,3,4,4,4,5,5,0.84016805,4,4.25,5,5,7,4.222222222,0.548318881,3,4,4,4.75,5,4.444444444,0.704792186,4,4,4,5,6,23.33333333,1.608799333,22,22,23,23.75,28
1049,JS3337,2012,473,797,1433,1936,1516,6155,39,11,12,3,5,70,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3337, UGC-funded,精神健康護理學(榮譽)理學士學位 ,5, No,70,BSc (Hons) in Mental Health Nursing,4.083333333,0.668557923,3,4,4,4.25,5,4.5,1.087114613,3,4,4,5,7,3.75,0.753778361,2,3.75,4,4,5,4.416666667,0.668557923,4,4,4,5,6,22.16666667,1.466804401,20,21,22.5,23,25
1050,JS3507,2017,549,556,885,1061,802,3853,40,0,0,0,0,40,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3507, UGC-funded,航空工程學(榮譽)工學士學位 ,4, No,45,BEng (Hons) in Aviation Engineering,3.6,0.547722558,3,3,4,4,4,3.4,0.547722558,3,3,3,4,4,5.4,1.140175425,4,5,5,6,7,3.8,1.483239697,2,3,4,4,6,23.2,2.167948339,22,22,22,23,27
1051,JS3507,2016,762,751,1064,1182,858,4617,38,1,1,1,0,41,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3507, UGC-funded,航空工程學(榮譽)工學士學位 ,4, No,45,BEng (Hons) in Aviation Engineering,4,0.707106781,3,4,4,4,5,3.8,0.836660027,3,3,4,4,5,4.2,0.447213595,4,4,4,4,5,3.8,0.447213595,3,4,4,4,4,22.8,1.303840481,21,22,23,24,24
1052,JS3492,2017,716,625,689,781,571,3382,84,7,2,0,0,93,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3492, UGC-funded,服裝及紡織(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),97,BA (Hons) Scheme in Fashion and Textiles,3.833333333,0.40824829,3,4,4,4,4,4,0.894427191,3,3.25,4,4.75,5,3.5,0.836660027,2,3.25,4,4,4,4,0,4,4,4,4,4,20.16666667,0.40824829,20,20,20,20,21
1053,JS3492,2016,922,765,856,974,720,4237,75,10,2,4,2,93,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3492, UGC-funded,服裝及紡織(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),97,BA (Hons) Scheme in Fashion and Textiles,4.181818182,0.981649817,3,3.5,4,5,6,4.181818182,0.404519917,4,4,4,4,5,4.181818182,0.404519917,4,4,4,4,5,4.272727273,0.467099366,4,4,4,4.5,5,21.54545455,1.368476259,20,20,22,22,24
1054,JS3492,2015,1073,918,1132,1199,991,5313,84,10,7,2,4,107,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3492, UGC-funded,服裝及紡織(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),97,BA (Hons) Scheme in Fashion and Textiles,3.833333333,0.40824829,3,4,4,4,4,4.5,0.547722558,4,4,4.5,5,5,4.166666667,0.752772653,3,4,4,4.75,5,3.833333333,0.752772653,3,3.25,4,4,5,21.16666667,0.40824829,21,21,21,21,22
1055,JS3492,2014,1307,1085,1282,1475,1140,6289,86,7,4,5,1,103,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3492, UGC-funded,服裝及紡織(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),97,BA (Hons) Scheme in Fashion and Textiles,3.545454545,0.522232968,3,3,4,4,4,4.090909091,0.70064905,3,4,4,4.5,5,4.363636364,0.674199862,3,4,4,5,5,4.454545455,0.820199532,4,4,4,4.5,6,21.63636364,1.120064933,20,21,21,22,24
1056,JS3492,2013,1451,1109,1487,1671,1353,7071,76,16,5,3,3,103,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3492, UGC-funded,服裝及紡織(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),97,BA (Hons) Scheme in Fashion and Textiles,4.181818182,0.852802865,3,4,4,4.75,6,4.363636364,0.581087203,3,4,4,5,5,4,0.690065559,3,4,4,4,5,4.409090909,0.734139659,3,4,4,5,6,22.18181818,1.531770331,21,21,22,22.75,27
1057,JS3492,2012,927,739,1127,1353,1135,5281,79,12,6,7,4,108,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3492, UGC-funded,服裝及紡織(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),97,BA (Hons) Scheme in Fashion and Textiles,4,0.632455532,3,4,4,4,5,3.727272727,0.646669791,3,3,4,4,5,3.818181818,0.603022689,3,3.5,4,4,5,3.909090909,0.53935989,3,4,4,4,5,21.18181818,1.834021909,19,20,21,21.5,25
1058,JS3480,2017,602,614,1084,1305,954,4559,66,3,1,1,2,73,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3480, UGC-funded,語言、文化及傳意廣泛學科 ,4, May require interview and/or test,85,"Broad Discipline of Language, Culture & Communication",4.388888889,0.697802339,3,4,4,5,6,4.777777778,0.808452083,4,4,5,5,6,3.277777778,0.826442095,2,3,3.5,4,4,4.388888889,0.607684989,4,4,4,5,6,22,1.028991511,21,21,22,23,24
1059,JS3480,2016,856,856,1324,1688,1193,5917,68,1,1,1,0,71,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3480, UGC-funded,語言、文化及傳意廣泛學科 ,4, May require interview and/or test,85,"Broad Discipline of Language, Culture & Communication",4.272727273,0.467099366,4,4,4,4.5,5,5,0.774596669,4,4.5,5,5.5,6,3.363636364,1.026910636,2,2.5,4,4,5,4.636363636,0.809039835,4,4,4,5,6,22.18181818,0.750757194,21,22,22,22,24
1060,JS3480,2015,810,1033,1673,2073,1540,7129,72,2,1,1,0,76,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3480, UGC-funded,語言、文化及傳意廣泛學科 ,4, May require interview and/or test,85,"Broad Discipline of Language, Culture & Communication",4.272727273,0.904534034,3,4,4,5,6,4.454545455,1.035725481,3,4,4,5,6,2.909090909,0.831209415,2,2,3,3.5,4,4.454545455,0.934198733,3,4,4,5,6,22.27272727,0.786245393,21,22,22,23,23
1061,JS3480,2014,1131,1345,2019,2639,1791,8925,68,2,2,1,0,73,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3480, UGC-funded,語言、文化及傳意廣泛學科 ,4, May require interview and/or test,85,"Broad Discipline of Language, Culture & Communication",5.25,0.965307299,4,4.75,5,6,7,4.666666667,0.984731928,3,4,4.5,5.25,6,3.833333333,0.717740563,2,4,4,4,5,4.416666667,0.668557923,4,4,4,5,6,22.75,0.866025404,22,22,22.5,23.25,24
1062,JS3480,2013,889,1340,2024,2624,1949,8826,62,8,2,1,0,73,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3480, UGC-funded,語言、文化及傳意廣泛學科 ,4, May require interview and/or test,85,"Broad Discipline of Language, Culture & Communication",4.8,0.861891607,4,4,5,5.5,6,5,0.845154255,4,4,5,6,6,3.733333333,1.032795559,2,3,4,4.5,5,4.266666667,0.457737708,4,4,4,4.5,5,22.66666667,0.816496581,22,22,22,23,24
1063,JS3480,2012,1145,1509,2011,2999,2355,10019,84,6,2,0,0,92,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3480, UGC-funded,語言、文化及傳意廣泛學科 ,4, May require interview and/or test,85,"Broad Discipline of Language, Culture & Communication",4.5,1,3,4,4,5,6,5.1,0.967906042,3,5,5,5.25,7,3.9,0.552506251,3,4,4,4,5,4.15,0.74515982,3,4,4,4.25,6,22.7,1.031095483,21,22,22.5,24,24
1064,JS3583,2017,597,897,1598,2015,1328,6435,35,1,2,0,0,38,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3583, UGC-funded,管理學(榮譽)工商管理學士學位 ,4, May require interview and/or test,42,BBA (Hons) in Management,3.666666667,0.577350269,3,3.5,4,4,4,4.666666667,1.154700538,4,4,4,5,6,4,0,4,4,4,4,4,4.333333333,1.154700538,3,4,5,5,5,22,1,21,21.5,22,22.5,23
1065,JS3583,2016,709,1126,1968,2556,1583,7942,23,9,1,1,0,34,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3583, UGC-funded,管理學(榮譽)工商管理學士學位 ,4, May require interview and/or test,42,BBA (Hons) in Management,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,22.5,0.707106781,22,22.25,22.5,22.75,23
1066,JS3583,2015,1305,2092,3107,3657,2331,12492,37,1,1,0,0,39,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3583, UGC-funded,管理學(榮譽)工商管理學士學位 ,4, May require interview and/or test,42,BBA (Hons) in Management,3.8,0.836660027,3,3,4,4,5,4.6,1.140175425,3,4,5,5,6,4.4,1.140175425,3,4,4,5,6,5.2,0.836660027,4,5,5,6,6,22.6,0.894427191,22,22,22,23,24
1067,JS3583,2014,638,1455,2774,3835,2495,11197,25,5,3,1,3,37,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3583, UGC-funded,管理學(榮譽)工商管理學士學位 ,4, May require interview and/or test,42,BBA (Hons) in Management,4.125,0.640869944,3,4,4,4.25,5,4,0.755928946,3,3.75,4,4.25,5,4.25,0.88640526,3,4,4,4.25,6,4.625,0.916125381,4,4,4,5.25,6,22.75,1.58113883,21,21.75,22.5,23.5,25
1068,JS3583,2013,1202,1944,3356,4316,2780,13598,31,6,0,0,0,37,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3583, UGC-funded,管理學(榮譽)工商管理學士學位 ,4, May require interview and/or test,42,BBA (Hons) in Management,4.142857143,0.377964473,4,4,4,4,5,4.142857143,0.690065559,3,4,4,4.5,5,4.571428571,0.534522484,4,4,5,5,5,4.428571429,0.786795792,4,4,4,4.5,6,22.71428571,1.496026483,22,22,22,22.5,26
1069,JS3583,2012,358,746,1781,3138,2400,8423,14,8,3,4,1,30,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3583, UGC-funded,管理學(榮譽)工商管理學士學位 ,4, May require interview and/or test,42,BBA (Hons) in Management,3.8,0.836660027,3,3,4,4,5,4.8,1.303840481,4,4,4,5,7,4.4,1.140175425,3,4,4,5,6,3.4,0.547722558,3,3,3,4,4,23.6,2.408318916,21,22,23,25,27
1070,JS3571,2017,184,247,387,569,486,1873,24,3,4,3,1,35,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3571, UGC-funded,物流及企業工程(榮譽)理學士學位組合課程 ,4, Yes (on a selective basis),44,BSc (Hons) Scheme in Logistics and Enterprise Engineering,4,,4,4,4,4,4,4,,4,4,4,4,4,4,,4,4,4,4,4,3,,3,3,3,3,3,23,,23,23,23,23,23
1071,JS3569,2017,1329,534,694,668,550,3775,66,0,0,0,0,66,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3569, UGC-funded,設計學(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),90,BA (Hons) Scheme in Design,4,0.816496581,3,3.75,4,4.25,5,4.75,0.957427108,4,4,4.5,5.25,6,3.75,1.258305739,2,3.5,4,4.25,5,4,0.816496581,3,3.75,4,4.25,5,21.5,2.645751311,19,19.75,21,22.75,25
1072,JS3569,2016,1654,677,763,877,699,4670,67,0,0,0,0,67,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3569, UGC-funded,設計學(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),90,BA (Hons) Scheme in Design,4.25,0.866025404,3,4,4,5,6,4.416666667,1.56427929,3,3,4,5.25,7,4,0.953462589,2,3.75,4,5,5,4,1.206045378,3,3,4,4.25,7,21.33333333,3.284490644,17,18,21.5,22.5,28
1073,JS3569,2015,1764,821,1074,1154,934,5747,67,0,0,0,0,67,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3569, UGC-funded,設計學(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),90,BA (Hons) Scheme in Design,4,1.414213562,3,3.5,4,4.5,5,3.5,0.707106781,3,3.25,3.5,3.75,4,4,0,4,4,4,4,4,4.5,2.121320344,3,3.75,4.5,5.25,6,20.5,3.535533906,18,19.25,20.5,21.75,23
1074,JS3569,2014,2175,1030,1267,1462,1180,7114,68,0,0,0,0,68,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3569, UGC-funded,設計學(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),90,BA (Hons) Scheme in Design,3.857142857,0.690065559,3,3.5,4,4,5,4.142857143,0.899735411,3,4,4,4,6,4,1.154700538,3,3,4,4.5,6,4.428571429,1.133893419,3,4,4,5,6,22.57142857,3.690399385,16,21,23,25,27
1075,JS3569,2013,2043,1098,1322,1428,1160,7051,77,0,0,0,0,77,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3569, UGC-funded,設計學(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),90,BA (Hons) Scheme in Design,4.384615385,0.767947648,3,4,4,5,6,4.153846154,0.688737232,3,4,4,4,6,4.076923077,0.954073587,3,3,4,5,6,3.923076923,0.640512615,3,4,4,4,5,21.92307692,2.628736657,18,19,22,23,26
1076,JS3569,2012,1468,850,1085,1177,965,5545,96,0,0,0,0,96,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3569, UGC-funded,設計學(榮譽)文學士學位組合課程 ,4, Yes (on a selective basis),90,BA (Hons) Scheme in Design,4.416666667,0.99620492,3,4,4,5,6,3.916666667,0.792961461,3,3,4,4.25,5,3.833333333,0.937436867,3,3,4,4,6,4.583333333,1.083624669,3,4,4.5,5.25,6,21.66666667,3.60134655,17,19,20.5,25,28
1077,JS3557,2017,274,270,384,583,456,1967,25,8,1,1,3,38,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3557, UGC-funded,產品及工業工程(榮譽)工學士學位組合課程 ,4, Yes (on a selective basis),48,BEng (Hons) Scheme in Product and Industrial Engineering,4,,4,4,4,4,4,3,,3,3,3,3,3,4,,4,4,4,4,4,3,,3,3,3,3,3,19,,19,19,19,19,19
1078,JS3545,2017,743,895,978,1141,863,4620,18,0,0,0,0,18,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3545, UGC-funded,社會政策及行政(榮譽)文學士學位 ,4, No,20,BA (Hons) in Social Policy & Administration,3.333333333,0.577350269,3,3,3,3.5,4,4.666666667,0.577350269,4,4.5,5,5,5,4,0,4,4,4,4,4,4.666666667,0.577350269,4,4.5,5,5,5,21.33333333,0.577350269,21,21,21,21.5,22
1079,JS3545,2016,189,393,662,952,773,2969,18,0,0,0,0,18,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3545, UGC-funded,社會政策及行政(榮譽)文學士學位 ,4, No,20,BA (Hons) in Social Policy & Administration,3.6,0.894427191,3,3,3,4,5,3.8,0.836660027,3,3,4,4,5,4,1.224744871,3,3,4,4,6,5.4,0.547722558,5,5,5,6,6,21,1.732050808,18,21,22,22,22
1080,JS3545,2015,184,472,893,1384,1195,4128,16,0,0,0,0,16,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3545, UGC-funded,社會政策及行政(榮譽)文學士學位 ,4, No,20,BA (Hons) in Social Policy & Administration,3.5,0.707106781,3,3.25,3.5,3.75,4,4,0,4,4,4,4,4,5.5,0.707106781,5,5.25,5.5,5.75,6,5,0,5,5,5,5,5,22.5,0.707106781,22,22.25,22.5,22.75,23
1081,JS3545,2014,361,727,1324,2002,1536,5950,16,0,0,0,0,16,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3545, UGC-funded,社會政策及行政(榮譽)文學士學位 ,4, No,20,BA (Hons) in Social Policy & Administration,3.875,0.640869944,3,3.75,4,4,5,4.25,0.46291005,4,4,4,4.25,5,4.375,0.744023809,3,4,4.5,5,5,5.25,0.88640526,4,5,5,5.25,7,22.75,0.88640526,22,22,22.5,23.25,24
1082,JS3545,2013,358,737,1262,2002,1609,5968,16,0,0,0,0,16,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3545, UGC-funded,社會政策及行政(榮譽)文學士學位 ,4, No,20,BA (Hons) in Social Policy & Administration,3.833333333,0.40824829,3,4,4,4,4,4.166666667,0.752772653,3,4,4,4.75,5,4.166666667,0.40824829,4,4,4,4,5,4.666666667,0.816496581,4,4,4.5,5,6,21.83333333,1.169045194,21,21,21.5,22,24
1083,JS3545,2012,149,263,636,1186,1134,3368,13,5,0,0,0,18,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3545, UGC-funded,社會政策及行政(榮譽)文學士學位 ,4, No,20,BA (Hons) in Social Policy & Administration,3.857142857,0.377964473,3,4,4,4,4,3.714285714,0.487950036,3,3.5,4,4,4,4,1,3,3.5,4,4,6,4.857142857,0.690065559,4,4.5,5,5,6,22.57142857,1.397276262,20,22,23,23.5,24
1084,JS3533,2017,359,467,736,1014,802,3378,20,1,1,0,0,22,The Hong Kong Polytechnic University,42100,http://www51.polyu.edu.hk/eprospectus/ug/jupas/2018/js3533, UGC-funded,全球供應鏈管理(榮譽)工商管理學士學位 ,4, May require interview and/or test,25,BBA (Hons) in Global Supply Chain Management,4,0,4,4,4,4,4,3.75,0.5,3,3.75,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,21.75,0.5,21,21.75,22,22,22
