,jup_cat_no,year,band_A_App,band_B_App,band_C_App,band_D_App,band_E_App,band_Total_App,band_A_Offer,band_B_Offer,band_C_Offer,band_D_Offer,band_E_Offer,band_Total_Offer,college,fee,website,funding,program_name,duration,interview_flag,first_year_intake,program_short_name,English Language mean,English Language std,English Language min,English Language 25%,English Language 50%,English Language 75%,English Language max,Chinese Language mean,Chinese Language std,Chinese Language min,Chinese Language 25%,Chinese Language 50%,Chinese Language 75%,Chinese Language max,Mathematics (Core) mean,Mathematics (Core) std,Mathematics (Core) min,Mathematics (Core) 25%,Mathematics (Core) 50%,Mathematics (Core) 75%,Mathematics (Core) max,Liberal Studies mean,Liberal Studies std,Liberal Studies min,Liberal Studies 25%,Liberal Studies 50%,Liberal Studies 75%,Liberal Studies max,Best 5 mean,Best 5 std,Best 5 min,Best 5 25%,Best 5 50%,Best 5 75%,Best 5 max
0,JS1000,2017,121,191,276,325,317,1230,7,1,0,0,0,8,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1000, UGC-funded,理學士(計算金融學) ,4, Yes (on a selective basis),10,BSc Computational Finance,4,1.224744871,3,3,4,4,6,3.8,0.447213595,3,4,4,4,4,6,1,5,5,6,7,7,3.2,0.836660027,2,3,3,4,4,26.6,2.50998008,23,26,27,27,30
1,JS1000,2016,142,192,308,466,388,1496,11,0,0,0,0,11,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1000, UGC-funded,理學士(計算金融學) ,4, Yes (on a selective basis),10,BSc Computational Finance,3,,3,3,3,3,3,3,,3,3,3,3,3,6,,6,6,6,6,6,4,,4,4,4,4,4,23,,23,23,23,23,23
2,JS1041,2017,1359,998,1251,1332,1005,5945,96,0,0,0,0,96,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1041, UGC-funded,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)] ,4, No,30,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",4.222222222,0.971825316,3,4,4,5,6,4.111111111,0.927960727,3,4,4,4,6,4,1.118033989,2,3,4,5,5,3.555555556,0.881917104,2,3,4,4,5,21.22222222,2.223610677,18,20,21,22,26
3,JS1041,2016,1579,1122,1486,1711,1295,7193,98,0,0,0,0,98,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1041, UGC-funded,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)] ,4, No,30,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",3.857142857,0.377964473,3,4,4,4,4,3.857142857,0.377964473,3,4,4,4,4,4.285714286,0.755928946,3,4,4,5,5,3.857142857,0.377964473,3,4,4,4,4,20.71428571,1.97604704,18,19.5,21,21.5,24
4,JS1041,2015,2582,1751,2282,2624,2022,11261,106,0,0,0,0,106,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1041, UGC-funded,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)] ,4, No,30,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",4.076923077,0.759554525,3,4,4,5,5,4.153846154,1.14354375,3,4,4,4,7,4,0.816496581,3,4,4,4,6,3.846153846,0.688737232,3,3,4,4,5,21.53846154,2.183856856,18,21,21,22,27
5,JS1041,2014,2460,1710,2228,2602,2196,11196,101,0,0,0,0,101,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1041, UGC-funded,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)] ,4, No,30,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",4.142857143,1.062342425,3,3,4,5,6,3.80952381,0.679635757,3,3,4,4,5,3.476190476,1.167006753,2,3,3,4,6,3.952380952,0.864649668,2,4,4,4,6,20.19047619,2.50237982,16,18,21,22,24
6,JS1041,2013,2753,2090,2668,3063,2561,13135,102,0,0,0,0,102,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1041, UGC-funded,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)] ,4, No,30,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",4.434782609,1.160959124,3,3.5,4,5.5,6,4.217391304,1.166054799,3,3,4,5,7,4.086956522,0.596432079,3,4,4,4,5,4.217391304,0.902346524,3,4,4,4,7,22.65217391,3.156648045,18,21,22,23,31
7,JS1041,2012,1654,1690,2695,3428,2817,12284,106,10,0,0,0,116,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1041, UGC-funded,創意媒體學院 [選項: 文學士(創意媒體)、理學士(創意媒體)、文理學士(新媒體)] ,4, No,30,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)",3.882352941,0.696630546,3,3,4,4,5,3.823529412,0.727606875,3,3,4,4,5,3.647058824,0.606339063,3,3,4,4,5,4,0.5,3,4,4,4,5,20.35294118,1.411611511,19,19,20,21,24
8,JS1007,2017,950,1006,1530,1696,1163,6345,67,1,1,0,0,69,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1007, UGC-funded,工商管理學士(市場營銷) ,4, Yes (on a selective basis),84,BBA Marketing,5.133333333,0.915475416,4,5,5,5,7,3.866666667,0.516397779,3,4,4,4,5,4.8,0.941123948,4,4,5,5,7,4.066666667,0.703731551,3,4,4,4,6,23.53333333,1.767430203,21,22,24,25,26
9,JS1007,2016,939,1060,1579,2064,1420,7062,66,1,1,0,0,68,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1007, UGC-funded,工商管理學士(市場營銷) ,4, Yes (on a selective basis),84,BBA Marketing,4.7,0.948683298,3,4,5,5,6,4,1.247219129,3,3,4,4,7,4.1,0.994428926,3,3.25,4,4.75,6,4.5,0.849836586,3,4,4.5,5,6,24,2.98142397,22,22.25,23,24,32
10,JS1006,2017,553,557,731,872,662,3375,71,1,0,0,0,72,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1006, UGC-funded,管理科學系 [選項: 工商管理學士(商業分析)、工商管理學士(商業營運管理)] ,4, Yes (on a selective basis),82,"Department of Management Sciences (options: BBA Business Analysis, BBA Business Operations Management)",4.565217391,0.945135246,3,4,4,5,6,4.130434783,0.625543242,3,4,4,4.5,5,4.565217391,0.662370876,4,4,4,5,6,4.130434783,0.694415898,3,4,4,4,6,23.2173913,2.467175819,20,21,23,26,27
11,JS1006,2016,399,494,720,1064,847,3524,59,7,1,2,0,69,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1006, UGC-funded,管理科學系 [選項: 工商管理學士(商業分析)、工商管理學士(商業營運管理)] ,4, Yes (on a selective basis),82,"Department of Management Sciences (options: BBA Business Analysis, BBA Business Operations Management)",4.083333333,0.514928651,3,4,4,4,5,3.666666667,0.492365964,3,3,4,4,4,4.666666667,0.651338947,4,4,5,5,6,4,0.738548946,3,4,4,4,6,21.5,0.674199862,20,21,22,22,22
12,JS1005,2017,724,1011,1673,1847,1270,6525,57,2,1,0,0,60,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1005, UGC-funded,工商管理學士(管理學) ,4, Yes (on a selective basis),71,BBA Management,4.5,0.854850414,3,4,4,5,6,4.142857143,0.662993544,3,4,4,4,6,4.714285714,0.913873533,3,4,5,5,6,4.642857143,0.928782732,3,4,5,5,7,23.92857143,1.979288361,21,22.25,24,25.75,27
13,JS1005,2016,727,1061,1671,2181,1363,7003,57,1,2,1,0,61,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1005, UGC-funded,工商管理學士(管理學) ,4, Yes (on a selective basis),71,BBA Management,4.25,0.46291005,4,4,4,4.25,5,3.875,0.640869944,3,3.75,4,4,5,4.5,0.755928946,3,4,5,5,5,4.25,0.46291005,4,4,4,4.25,5,21.75,0.707106781,21,21,22,22,23
14,JS1004,2017,769,527,582,708,512,3098,83,1,0,0,0,84,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1004, UGC-funded,資訊系統學系 [選項: 工商管理學士(環球商業系統管理)、工商管理學士(資訊管理)] ,4, Yes (on a selective basis),99,"Department of Information Systems (options: BBA Global Business Systems Management, BBA Information Management)",4.347826087,0.831684799,3,4,4,5,6,4.260869565,0.810016347,3,4,4,5,6,4.347826087,0.714059817,3,4,4,5,6,4.260869565,0.688700443,3,4,4,4,6,23.39130435,1.827545061,21,22,23,25,26
15,JS1004,2016,545,425,606,783,588,2947,77,4,3,1,0,85,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1004, UGC-funded,資訊系統學系 [選項: 工商管理學士(環球商業系統管理)、工商管理學士(資訊管理)] ,4, Yes (on a selective basis),99,"Department of Information Systems (options: BBA Global Business Systems Management, BBA Information Management)",4,0.471404521,3,4,4,4,5,3.631578947,0.59726472,3,3,4,4,5,4.526315789,0.61177529,4,4,4,5,6,4.157894737,0.688247202,3,4,4,4,6,21.57894737,0.837707817,21,21,21,22,24
16,JS1003,2017,770,822,1065,1279,859,4795,135,4,1,0,0,140,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1003, UGC-funded,經濟及金融系 [選項: 工商管理學士(商業經濟)、工商管理學士(金融)] ,4, Yes (on a selective basis),160,"Department of Economics and Finance (options: BBA Business Economics, BBA Finance)",4.515151515,0.972150069,3,4,4,5,7,4.272727273,0.674199862,3,4,4,5,6,4.939393939,0.899284227,4,4,5,6,7,4.151515152,0.667139983,3,4,4,5,5,23.87878788,2.011802298,20,23,24,25,27
17,JS1003,2016,1013,989,1411,1626,1141,6180,140,3,0,0,0,143,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1003, UGC-funded,經濟及金融系 [選項: 工商管理學士(商業經濟)、工商管理學士(金融)] ,4, Yes (on a selective basis),160,"Department of Economics and Finance (options: BBA Business Economics, BBA Finance)",4.08,0.571547607,3,4,4,4,5,3.92,0.640312424,3,4,4,4,5,4.36,0.56862407,3,4,4,5,5,4.16,0.553774924,3,4,4,4,6,22.16,0.850490055,21,22,22,23,24
18,JS1002,2017,952,791,986,1075,778,4582,112,3,1,0,0,116,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1002, UGC-funded,工商管理學士(會計) ,4, Yes (on a selective basis),142,BBA Accountancy,4.32,1.069267662,3,3,4,5,6,4.08,0.86216781,3,4,4,4,7,4.92,0.86216781,4,4,5,5,7,4,0.645497224,3,4,4,4,5,23.6,1.936491673,21,22,24,25,27
19,JS1002,2016,1164,917,1116,1265,901,5363,120,2,1,0,0,123,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1002, UGC-funded,工商管理學士(會計) ,4, Yes (on a selective basis),142,BBA Accountancy,3.722222222,0.669113158,3,3,4,4,5,3.888888889,0.582983088,3,4,4,4,5,4.277777778,0.669113158,3,4,4,4.75,6,4.333333333,0.685994341,3,4,4,5,6,22.72222222,0.669113158,22,22,23,23,24
20,JS1001,2017,210,388,528,725,658,2509,11,2,0,0,0,13,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1001, UGC-funded,工商管理學士(環球商業) ,4, Yes (on a selective basis),15,BBA Global Business,5,1.264911064,4,4,4.5,5.75,7,4.833333333,0.752772653,4,4.25,5,5,6,5.166666667,0.752772653,4,5,5,5.75,6,5,1.095445115,4,4,5,6,6,26.66666667,1.366260102,25,26,26.5,27,29
21,JS1001,2016,239,367,596,855,772,2829,8,3,0,0,0,11,City University of Hong Kong,42100,http://www.cb.cityu.edu.hk/js1001, UGC-funded,工商管理學士(環球商業) ,4, Yes (on a selective basis),15,BBA Global Business,4.6,1.816590212,3,3,4,6,7,4,0.707106781,3,4,4,4,5,4.6,0.894427191,4,4,4,5,6,4.4,1.516575089,2,4,5,5,6,25.2,3.346640106,21,23,25,28,29
22,JS1106,2017,587,664,1191,1521,1116,5079,43,0,0,0,0,43,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1106, UGC-funded,媒體與傳播系 [選項: 文學士(數碼電視與廣播)、文學士(媒體與傳播)] ,4, No,48,"Department of Media and Communication (options: BA Digital Television and Broadcasting, BA Media and Communication)",4.6,0.547722558,4,4,5,5,5,4.4,0.547722558,4,4,4,5,5,4,0.707106781,3,4,4,4,5,4.6,0.894427191,4,4,4,5,6,22.2,1.643167673,21,21,22,22,25
23,JS1106,2016,767,899,1459,1800,1385,6310,41,1,1,0,0,43,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1106, UGC-funded,媒體與傳播系 [選項: 文學士(數碼電視與廣播)、文學士(媒體與傳播)] ,4, No,48,"Department of Media and Communication (options: BA Digital Television and Broadcasting, BA Media and Communication)",5.5,1.048808848,4,5,5.5,6,7,3.666666667,0.816496581,3,3,3.5,4,5,4.5,0.547722558,4,4,4.5,5,5,4,0.632455532,3,4,4,4,5,21.83333333,0.98319208,20,22,22,22,23
24,JS1105,2017,342,497,840,1055,779,3513,36,1,0,0,0,37,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1105, UGC-funded,翻譯及語言學系 [選項: 文學士(語言學及語言應用)、文學士(翻譯及傳譯)] ,4, Yes (on a selective basis),41,"Department of Linguistics and Translation (options: BA Linguistics and Language Applications, BA Translation and Interpretation)",4.875,0.640869944,4,4.75,5,5,6,4.25,0.46291005,4,4,4,4.25,5,3.5,0.755928946,2,3,4,4,4,4.25,0.88640526,3,4,4,4.25,6,22,1.195228609,21,21,21.5,23,24
25,JS1105,2016,524,671,1009,1217,859,4280,32,4,0,0,0,36,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1105, UGC-funded,翻譯及語言學系 [選項: 文學士(語言學及語言應用)、文學士(翻譯及傳譯)] ,4, Yes (on a selective basis),41,"Department of Linguistics and Translation (options: BA Linguistics and Language Applications, BA Translation and Interpretation)",5,1.414213562,4,4.5,5,5.5,6,5.5,2.121320344,4,4.75,5.5,6.25,7,3.5,0.707106781,3,3.25,3.5,3.75,4,4,0,4,4,4,4,4,23.5,0.707106781,23,23.25,23.5,23.75,24
26,JS1104,2017,249,384,540,638,475,2286,22,0,2,1,0,25,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1104, UGC-funded,文學士(英語語言) ,4, No,23,BA English Studies,6.142857143,0.690065559,5,6,6,6.5,7,4.428571429,0.975900073,3,4,4,5,6,3.857142857,0.377964473,3,4,4,4,4,4.285714286,0.755928946,3,4,4,5,5,23.85714286,1.772810521,21,23.5,24,24,27
27,JS1104,2016,406,421,626,707,550,2710,23,2,0,1,0,26,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1104, UGC-funded,文學士(英語語言) ,4, No,23,BA English Studies,5.5,0.547722558,5,5,5.5,6,6,3.833333333,0.752772653,3,3.25,4,4,5,4,0.632455532,3,4,4,4,5,4.833333333,0.752772653,4,4.25,5,5,6,22.5,1.048808848,21,22,22.5,23,24
28,JS1103,2017,567,636,896,923,671,3693,41,3,0,0,0,44,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1103, UGC-funded,文學士(中文及歷史) ,4, Yes (on a selective basis),48,BA Chinese and History,3.571428571,0.534522484,3,3,4,4,4,5,0.816496581,4,4.5,5,5.5,6,3.714285714,0.951189731,2,3.5,4,4,5,4.428571429,0.534522484,4,4,4,5,5,23.14285714,1.345185418,22,22,23,24,25
29,JS1103,2016,958,684,867,965,597,4071,36,3,2,0,0,41,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1103, UGC-funded,文學士(中文及歷史) ,4, Yes (on a selective basis),48,BA Chinese and History,3.5,0.577350269,3,3,3.5,4,4,4,0,4,4,4,4,4,4,0.816496581,3,3.75,4,4.25,5,4,0,4,4,4,4,4,22.5,0.577350269,22,22,22.5,23,23
30,JS1102,2017,191,324,599,879,686,2679,16,0,0,0,0,16,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1102, UGC-funded,社會科學學士(亞洲及國際研究) ,4, No,15,BSocSc Asian and International Studies,4,0.632455532,3,4,4,4,5,4,0.632455532,3,4,4,4,5,3.333333333,0.816496581,2,3,3.5,4,4,4.833333333,1.329160136,3,4,5,6,6,21.83333333,3.544949459,16,21,21.5,24.25,26
31,JS1102,2016,317,326,542,732,572,2489,15,0,1,0,0,16,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1102, UGC-funded,社會科學學士(亞洲及國際研究) ,4, No,15,BSocSc Asian and International Studies,4.25,0.5,4,4,4,4.25,5,3.5,0.577350269,3,3,3.5,4,4,3.25,0.5,3,3,3,3.25,4,4,0,4,4,4,4,4,20.75,1.258305739,19,20.5,21,21.25,22
32,JS1101,2017,1717,1609,2257,2683,1999,10265,106,1,0,0,0,107,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1101, UGC-funded,應用社會科學系 [選項: 社會科學學士(犯罪學及社會學)、社會科學學士(心理學)、社會科學學士(社會工作)] ,4, No,116,"Department of Applied Social Sciences (options: BSocSc Criminology and Sociology, BSocSc Psychology, BSocSc Social Work)",4.4,0.828078671,3,4,4,5,6,4.266666667,0.798808637,3,4,4,5,6,4.466666667,0.743223353,3,4,4,5,6,4.6,0.632455532,4,4,5,5,6,23.46666667,2.030716505,22,22,23,24,30
33,JS1101,2016,1651,1585,2257,2907,2145,10545,102,1,1,0,0,104,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1101, UGC-funded,應用社會科學系 [選項: 社會科學學士(犯罪學及社會學)、社會科學學士(心理學)、社會科學學士(社會工作)] ,4, No,116,"Department of Applied Social Sciences (options: BSocSc Criminology and Sociology, BSocSc Psychology, BSocSc Social Work)",4.25,0.452267017,4,4,4,4.25,5,3.916666667,0.900336637,3,3,4,4,6,4.416666667,0.514928651,4,4,4,5,5,5.083333333,1.083624669,4,4,5,6,7,22.41666667,0.668557923,21,22,22.5,23,23
34,JS1061,2017,127,110,192,254,272,955,46,1,0,0,0,47,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1061, UGC-funded,法律學學士 ,4, Yes (on a selective basis),60,Bachelor of Laws,5.555555556,0.726483157,5,5,5,6,7,4.777777778,1.201850425,3,4,5,6,6,4.888888889,0.927960727,4,4,5,6,6,4.777777778,0.833333333,4,4,5,5,6,26.88888889,1.833333333,25,25,27,28,30
35,JS1061,2016,123,120,194,281,322,1040,47,0,0,0,0,47,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1061, UGC-funded,法律學學士 ,4, Yes (on a selective basis),60,Bachelor of Laws,5.714285714,0.726273039,5,5,6,6,7,4.642857143,1.081817762,3,4,4.5,5.75,6,4.571428571,0.755928946,4,4,4,5,6,4.642857143,0.841897386,3,4,5,5,6,26.07142857,1.542439911,24,25,26,27,29
36,JS1061,2015,125,178,243,346,428,1320,32,0,0,0,0,32,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1061, UGC-funded,法律學學士 ,4, Yes (on a selective basis),60,Bachelor of Laws,6,1.154700538,5,5,6,7,7,5,1.414213562,4,4,4.5,5.5,7,4.25,0.5,4,4,4,4.25,5,4.5,1,4,4,4,4.5,6,26.5,1.914854216,24,25.5,27,28,28
37,JS1061,2014,167,163,246,394,580,1550,37,0,0,0,0,37,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1061, UGC-funded,法律學學士 ,4, Yes (on a selective basis),60,Bachelor of Laws,5.6,0.547722558,5,5,6,6,6,4.6,1.140175425,3,4,5,5,6,4,0.707106781,3,4,4,4,5,5.2,1.303840481,4,4,5,6,7,26.6,1.341640786,26,26,26,26,29
38,JS1061,2013,175,141,271,368,535,1490,34,0,0,0,0,34,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1061, UGC-funded,法律學學士 ,4, Yes (on a selective basis),60,Bachelor of Laws,6,0.632455532,5,6,6,6,7,4.833333333,1.471960144,3,4,4.5,5.75,7,5.166666667,0.98319208,4,4.25,5.5,6,6,4.666666667,0.516397779,4,4.25,5,5,5,28,1.673320053,26,27,27.5,29.5,30
39,JS1061,2012,221,159,267,377,494,1518,32,0,0,0,0,32,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1061, UGC-funded,法律學學士 ,4, Yes (on a selective basis),60,Bachelor of Laws,5.4,0.547722558,5,5,5,6,6,5,1,4,4,5,6,6,5.2,0.836660027,4,5,5,6,6,4.6,0.547722558,4,4,5,5,5,26.2,0.836660027,25,26,26,27,27
40,JS1051,2017,431,481,660,827,614,3013,45,7,3,1,2,58,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1051, UGC-funded,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)] ,4, Yes (on a selective basis),68,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",3.625,0.51754917,3,3,4,4,4,3.875,0.83452296,3,3,4,4.25,5,4.875,0.83452296,4,4,5,5.25,6,3.375,0.744023809,2,3,3.5,4,4,21.75,1.488047618,20,20.75,21.5,23,24
41,JS1051,2016,311,434,758,1038,827,3368,25,10,3,1,1,40,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1051, UGC-funded,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)] ,4, Yes (on a selective basis),68,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",3.625,0.744023809,3,3,3.5,4,5,3.625,1.060660172,3,3,3,4,6,4.625,0.51754917,4,4,5,5,5,3.5,0.534522484,3,3,3.5,4,4,20.5,1.309307341,19,19.75,20.5,21,23
42,JS1051,2015,585,814,1229,1638,1342,5608,33,7,0,1,2,43,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1051, UGC-funded,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)] ,4, Yes (on a selective basis),68,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",3.714285714,0.487950036,3,3.5,4,4,4,3.571428571,0.534522484,3,3,4,4,4,4.571428571,0.534522484,4,4,5,5,5,3.571428571,0.975900073,2,3,4,4,5,21.28571429,0.755928946,20,21,21,22,22
43,JS1051,2014,547,807,1344,1846,1604,6148,36,5,1,0,1,43,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1051, UGC-funded,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)] ,4, Yes (on a selective basis),68,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",3.625,0.51754917,3,3,4,4,4,3.875,0.640869944,3,3.75,4,4,5,5.125,0.991031209,4,4,5.5,6,6,3.875,0.991031209,3,3,4,4,6,21.75,0.88640526,20,21.75,22,22,23
44,JS1051,2013,959,1281,1873,2623,2258,8994,40,5,1,2,1,49,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1051, UGC-funded,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)] ,4, Yes (on a selective basis),68,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",4.285714286,0.755928946,3,4,4,5,5,3.857142857,0.690065559,3,3.5,4,4,5,4.857142857,0.899735411,4,4,5,5.5,6,4,0.577350269,3,4,4,4,5,22.71428571,0.755928946,22,22,23,23,24
45,JS1051,2012,965,1374,2251,3327,2656,10573,53,14,4,4,1,76,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1051, UGC-funded,能源及環境學院 [選項: 工學士(能源科學及工程學)、工學士(環境科學及工程學)] ,4, Yes (on a selective basis),68,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)",3.75,0.707106781,3,3,4,4,5,3.625,1.060660172,3,3,3,4,6,4.75,0.88640526,4,4,4.5,5.25,6,3.625,0.51754917,3,3,4,4,4,21,1.069044968,19,20.75,21,22,22
46,JS1202,2017,384,523,642,786,534,2869,38,4,4,0,0,46,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1202, UGC-funded,理學士(化學) ,4, Yes (on a selective basis),50,BSc Chemistry,3.833333333,0.40824829,3,4,4,4,4,3.5,0.547722558,3,3,3.5,4,4,4.333333333,0.816496581,3,4,4.5,5,5,4,0,4,4,4,4,4,21.66666667,1.966384161,20,20,21,23.5,24
47,JS1202,2016,698,832,1003,1135,833,4501,86,16,4,0,0,106,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1202, UGC-funded,理學士(化學) ,4, Yes (on a selective basis),50,BSc Chemistry,3.875,0.353553391,3,4,4,4,4,3.875,0.353553391,3,4,4,4,4,4,0.534522484,3,4,4,4,5,4.25,0.88640526,3,4,4,4.25,6,20.875,0.640869944,20,20.75,21,21,22
48,JS1202,2015,915,1054,1411,1581,1112,6073,75,7,1,0,0,83,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1202, UGC-funded,理學士(化學) ,4, Yes (on a selective basis),50,BSc Chemistry,4,0,4,4,4,4,4,4.2,0.447213595,4,4,4,4,5,4.2,0.836660027,3,4,4,5,5,4.2,0.447213595,4,4,4,4,5,21.4,0.547722558,21,21,21,22,22
49,JS1201,2017,692,752,935,1088,785,4252,97,14,0,0,0,111,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1201, UGC-funded,建築學及土木工程學系 [選項: 工學士(建築工程)、工學士(土木工程)、理學士(測量學)] ,4, May require interview and/or test,109,"Department of Architecture and Civil Engineering (options: BEng Architectural Engineering, BEng Civil Engineering, BSc Surveying)",4.133333333,0.351865775,4,4,4,4,5,3.8,0.676123404,3,3,4,4,5,4.733333333,0.798808637,4,4,5,5,6,3.6,0.736788398,2,3,4,4,5,21.33333333,1.588650221,20,20,21,22,24
50,JS1201,2016,701,782,1107,1204,891,4685,113,4,1,2,1,121,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1201, UGC-funded,建築學及土木工程學系 [選項: 工學士(建築工程)、工學士(土木工程)、理學士(測量學)] ,4, May require interview and/or test,109,"Department of Architecture and Civil Engineering (options: BEng Architectural Engineering, BEng Civil Engineering, BSc Surveying)",3.928571429,0.474631147,3,4,4,4,5,3.571428571,0.513552591,3,3,4,4,4,4.928571429,0.82874193,4,4.25,5,5,7,4.142857143,0.36313652,4,4,4,4,5,21.5,1.224744871,20,21,21,21.75,25
51,JS1201,2015,987,1018,1432,1833,1417,6687,97,9,2,0,0,108,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1201, UGC-funded,建築學及土木工程學系 [選項: 工學士(建築工程)、工學士(土木工程)、理學士(測量學)] ,4, May require interview and/or test,109,"Department of Architecture and Civil Engineering (options: BEng Architectural Engineering, BEng Civil Engineering, BSc Surveying)",3.866666667,0.743223353,3,3,4,4,5,3.733333333,0.59361684,3,3,4,4,5,5.133333333,0.915475416,4,4.5,5,6,7,4,0.654653671,3,4,4,4,6,22.53333333,1.302013093,21,21.5,22,23.5,25
52,JS1108,2017,836,838,981,1274,1003,4932,67,1,0,0,0,68,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1108, UGC-funded,社會科學學士(公共政策與政治) ,4, No,78,BSocSc Public Policy and Politics,4.428571429,0.786795792,3,4,5,5,5,4.142857143,0.377964473,4,4,4,4,5,4,0,4,4,4,4,4,4.857142857,0.690065559,4,4.5,5,5,6,22,1.154700538,21,21,22,22.5,24
